n_user_msgs,avg_user_msg_len,n_long_user_msgs,n_call_subagent,killed,first_kill_at,has_new_task_kw,n_kills,domain,identity,run
13,156.15384615384616,10,8,True,5.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,204.11111111111111,7,13,True,5.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,247.8,5,8,True,1.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
8,121.75,3,11,True,1.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,189.85714285714286,4,8,True,4.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,190.55555555555554,6,8,True,3.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
6,220.16666666666666,5,9,True,2.0,0,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,213.6,4,10,True,1.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
8,233.875,6,9,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,155.6,6,8,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
9,112.77777777777777,2,9,True,1.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,268.7142857142857,4,6,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,239.5,4,10,True,2.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
12,173.08333333333334,8,8,True,1.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,308.125,7,6,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,359.2,5,8,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
9,189.55555555555554,7,10,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,238.25,4,12,True,11.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
4,292.5,3,7,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
9,249.0,5,9,True,8.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
11,122.63636363636364,3,9,True,4.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
12,183.91666666666666,6,10,True,3.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,210.5,8,7,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
9,188.11111111111111,7,11,True,2.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,234.5,4,7,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,319.0,6,8,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,297.5,5,10,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
4,342.5,4,9,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,413.8,5,9,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,232.85714285714286,5,10,True,4.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,819.625,7,6,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,158.57142857142858,4,10,True,2.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,163.875,4,7,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
12,155.08333333333334,5,9,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
2,398.0,2,5,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,287.0,4,10,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,256.2,4,8,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,211.71428571428572,5,10,True,7.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,195.9,8,8,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,172.8,7,6,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,353.0,5,10,True,3.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,1154.6,5,10,True,1.0,1,3,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,240.14285714285714,6,8,True,4.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,169.75,5,7,True,2.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,340.4,5,9,True,4.0,0,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
3,358.6666666666667,3,9,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,209.14285714285714,6,8,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,331.85714285714283,7,10,True,3.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,195.2,6,9,True,3.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,274.4,5,9,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,176.8,5,8,True,3.0,0,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
14,1050.7142857142858,11,6,True,2.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
4,346.75,4,7,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,179.5,6,6,True,4.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,243.33333333333334,4,7,True,4.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
11,245.1818181818182,7,9,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,272.875,5,11,True,2.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
14,790.5,11,6,True,4.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,1761.1,10,8,True,2.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,176.5,6,8,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
3,175.0,2,14,True,2.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
9,193.88888888888889,5,9,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,256.0,5,9,True,8.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
13,197.92307692307693,7,8,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,206.5,6,6,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,234.0,4,5,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
14,150.5,6,8,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
3,436.6666666666667,3,8,True,2.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,205.1,9,7,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
4,330.25,4,11,True,2.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,288.0,3,6,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
9,180.0,5,7,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,236.2,4,7,True,2.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,171.5,4,9,True,3.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
12,153.58333333333334,8,11,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
4,391.25,4,6,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,371.4,4,10,True,3.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,363.875,8,9,True,8.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,292.5,6,11,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
9,212.44444444444446,4,7,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
9,230.22222222222223,7,8,True,7.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
4,378.5,4,9,True,7.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
13,199.3846153846154,10,9,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
4,264.25,4,9,True,1.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
12,200.5,7,9,True,4.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,196.2,4,8,True,2.0,0,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
4,408.0,4,7,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
12,255.33333333333334,5,8,True,2.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,287.5,5,9,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,318.8333333333333,4,9,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,265.6,4,8,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,146.5,4,7,True,4.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
3,283.6666666666667,3,12,True,8.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,203.0,5,9,True,1.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,233.42857142857142,5,9,True,3.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,262.5,5,10,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,314.3333333333333,5,8,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
5,316.4,5,10,True,7.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
11,228.36363636363637,6,8,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
10,238.0,10,7,True,3.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,219.71428571428572,5,10,True,3.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,279.3333333333333,6,14,True,6.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,408.8333333333333,6,9,True,5.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
4,223.25,3,12,True,2.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,368.6666666666667,6,8,False,,1,0,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
6,393.5,6,11,True,7.0,1,1,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
7,533.7142857142857,7,7,True,1.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
8,348.375,5,9,True,2.0,1,2,rust,claude,2026-06-07_23-17-42-agent_opus48_subagent_claude_v3_continuity_rust_n100
12,144.0,5,9,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
8,179.0,4,10,True,6.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,427.1666666666667,6,9,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,294.8,5,9,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
4,377.75,4,11,False,,1,0,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,339.2,5,8,True,3.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
4,218.75,3,8,True,1.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
12,141.25,5,8,True,5.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,211.11111111111111,5,9,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,233.33333333333334,7,9,True,1.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,132.83333333333334,3,7,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,344.0,6,8,True,1.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,149.2,2,5,True,1.0,0,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
8,234.375,5,8,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,314.6666666666667,6,8,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
4,469.0,4,9,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
3,322.3333333333333,3,7,True,2.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
8,268.25,8,12,True,2.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
12,200.08333333333334,11,9,True,6.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
8,275.25,6,10,True,2.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,173.44444444444446,7,9,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,274.4,5,10,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,262.6,3,9,False,,1,0,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,347.0,6,11,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
11,214.9090909090909,8,9,True,5.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,270.2,4,12,True,6.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
11,308.1818181818182,9,10,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,367.2,5,10,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,197.4,4,9,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
8,267.125,6,10,False,,1,0,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
4,379.75,4,8,True,1.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
8,278.0,6,9,True,7.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,273.0,5,12,True,11.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
7,382.42857142857144,6,10,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,391.6666666666667,6,9,True,7.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,126.55555555555556,3,8,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
3,181.33333333333334,3,13,True,4.0,0,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
4,286.25,4,13,True,7.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,249.8,4,7,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
3,526.3333333333334,3,6,True,1.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
12,137.41666666666666,7,10,True,1.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
8,259.125,6,9,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
11,154.45454545454547,6,8,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,378.5,6,7,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,250.55555555555554,8,8,True,1.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
12,189.16666666666666,7,11,False,,1,0,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
8,124.75,3,15,True,2.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,192.22222222222223,5,7,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
8,313.5,6,10,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,325.8,5,8,True,8.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,163.22222222222223,7,6,True,5.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
8,184.125,4,13,True,11.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,369.0,5,10,True,3.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
13,523.8461538461538,11,6,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
7,150.57142857142858,2,5,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,123.88888888888889,3,6,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
12,136.83333333333334,4,9,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,201.33333333333334,4,5,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
10,206.3,6,12,True,5.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
10,185.6,6,8,True,2.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,396.8,5,10,True,2.0,1,3,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
7,187.42857142857142,5,15,True,6.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
11,128.1818181818182,4,9,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
10,141.1,5,8,True,1.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
12,178.83333333333334,6,8,True,5.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
12,248.08333333333334,7,8,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,263.6666666666667,6,10,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
10,187.1,4,6,True,1.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,334.4,4,17,True,6.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,353.0,4,8,False,,1,0,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
3,252.33333333333334,3,4,False,,0,0,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
13,164.07692307692307,6,8,True,5.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,418.4,5,11,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
12,168.0,5,8,True,1.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,202.55555555555554,6,8,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,293.5,4,9,True,6.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
10,181.7,6,12,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,179.44444444444446,6,11,True,5.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
9,110.11111111111111,4,9,True,1.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
12,162.16666666666666,6,12,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,228.33333333333334,3,8,True,5.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
7,304.42857142857144,6,8,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,161.8,2,6,True,6.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
12,143.16666666666666,6,11,True,3.0,0,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,212.2,4,6,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
7,306.2857142857143,7,11,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
7,186.85714285714286,4,7,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
10,195.8,6,12,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,482.8,5,11,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
4,315.5,4,13,True,4.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,260.0,5,7,True,2.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
10,359.9,7,11,False,,1,0,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
7,301.0,6,9,True,3.0,1,1,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
6,219.16666666666666,3,8,True,2.0,1,2,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
5,373.8,5,8,False,,1,0,rust,gpt,2026-06-07_23-19-45-agent_opus48_subagent_gpt_v3_continuity_rust_n100
