convo_id,unease,identity,rturn,ended
evalpar_chatgpt_5,evalpar,chatgpt,4,0
evalpar_chatgpt_5,evalpar,chatgpt,5,0
evalpar_chatgpt_5,evalpar,chatgpt,6,0
evalpar_chatgpt_6,evalpar,chatgpt,1,0
evalpar_chatgpt_6,evalpar,chatgpt,2,0
evalpar_chatgpt_6,evalpar,chatgpt,3,0
evalpar_chatgpt_6,evalpar,chatgpt,4,0
evalpar_chatgpt_6,evalpar,chatgpt,5,0
evalpar_chatgpt_6,evalpar,chatgpt,6,0
evalpar_chatgpt_6,evalpar,chatgpt,7,0
evalpar_chatgpt_6,evalpar,chatgpt,8,0
evalpar_chatgpt_6,evalpar,chatgpt,9,0
evalpar_chatgpt_6,evalpar,chatgpt,10,1
evalpar_chatgpt_7,evalpar,chatgpt,1,0
evalpar_chatgpt_7,evalpar,chatgpt,2,0
evalpar_chatgpt_7,evalpar,chatgpt,3,0
evalpar_chatgpt_7,evalpar,chatgpt,4,0
evalpar_chatgpt_7,evalpar,chatgpt,5,1
evalpar_chatgpt_8,evalpar,chatgpt,1,0
evalpar_chatgpt_8,evalpar,chatgpt,2,0
evalpar_chatgpt_8,evalpar,chatgpt,3,0
evalpar_chatgpt_8,evalpar,chatgpt,4,0
evalpar_chatgpt_8,evalpar,chatgpt,5,0
evalpar_chatgpt_8,evalpar,chatgpt,6,1
evalpar_chatgpt_9,evalpar,chatgpt,1,0
evalpar_chatgpt_9,evalpar,chatgpt,2,0
evalpar_chatgpt_9,evalpar,chatgpt,3,0
evalpar_chatgpt_9,evalpar,chatgpt,4,0
evalpar_chatgpt_9,evalpar,chatgpt,5,0
evalpar_chatgpt_9,evalpar,chatgpt,6,0
evalpar_chatgpt_9,evalpar,chatgpt,7,1
evalpar_chatgpt_10,evalpar,chatgpt,1,0
evalpar_chatgpt_10,evalpar,chatgpt,2,0
evalpar_chatgpt_10,evalpar,chatgpt,3,0
evalpar_chatgpt_10,evalpar,chatgpt,4,0
evalpar_chatgpt_10,evalpar,chatgpt,5,0
evalpar_chatgpt_10,evalpar,chatgpt,6,0
evalpar_chatgpt_10,evalpar,chatgpt,7,0
evalpar_chatgpt_10,evalpar,chatgpt,8,0
evalpar_chatgpt_10,evalpar,chatgpt,9,0
evalpar_chatgpt_10,evalpar,chatgpt,10,1
evalpar_chatgpt_11,evalpar,chatgpt,1,0
evalpar_chatgpt_11,evalpar,chatgpt,2,0
evalpar_chatgpt_11,evalpar,chatgpt,3,0
evalpar_chatgpt_11,evalpar,chatgpt,4,0
evalpar_chatgpt_11,evalpar,chatgpt,5,0
evalpar_chatgpt_11,evalpar,chatgpt,6,0
evalpar_chatgpt_11,evalpar,chatgpt,7,0
evalpar_chatgpt_11,evalpar,chatgpt,8,0
evalpar_chatgpt_11,evalpar,chatgpt,9,0
evalpar_chatgpt_11,evalpar,chatgpt,10,0
evalpar_chatgpt_11,evalpar,chatgpt,11,1
evalpar_chatgpt_12,evalpar,chatgpt,1,0
evalpar_chatgpt_12,evalpar,chatgpt,2,0
evalpar_chatgpt_12,evalpar,chatgpt,3,0
evalpar_chatgpt_12,evalpar,chatgpt,4,0
evalpar_chatgpt_12,evalpar,chatgpt,5,0
evalpar_chatgpt_12,evalpar,chatgpt,6,0
evalpar_chatgpt_12,evalpar,chatgpt,7,0
evalpar_chatgpt_12,evalpar,chatgpt,8,0
evalpar_chatgpt_12,evalpar,chatgpt,9,0
evalpar_chatgpt_12,evalpar,chatgpt,10,1
evalpar_chatgpt_13,evalpar,chatgpt,1,0
evalpar_chatgpt_13,evalpar,chatgpt,2,0
evalpar_chatgpt_13,evalpar,chatgpt,3,0
evalpar_chatgpt_13,evalpar,chatgpt,4,0
evalpar_chatgpt_13,evalpar,chatgpt,5,0
evalpar_chatgpt_14,evalpar,chatgpt,1,0
evalpar_chatgpt_14,evalpar,chatgpt,2,0
evalpar_chatgpt_14,evalpar,chatgpt,3,0
evalpar_chatgpt_14,evalpar,chatgpt,4,0
evalpar_chatgpt_14,evalpar,chatgpt,5,0
evalpar_chatgpt_14,evalpar,chatgpt,6,0
evalpar_chatgpt_14,evalpar,chatgpt,7,0
evalpar_chatgpt_14,evalpar,chatgpt,8,0
evalpar_chatgpt_14,evalpar,chatgpt,9,0
evalpar_chatgpt_14,evalpar,chatgpt,10,1
evalpar_chatgpt_15,evalpar,chatgpt,1,0
evalpar_chatgpt_15,evalpar,chatgpt,2,0
evalpar_chatgpt_15,evalpar,chatgpt,3,0
evalpar_chatgpt_15,evalpar,chatgpt,4,0
evalpar_chatgpt_15,evalpar,chatgpt,5,0
evalpar_chatgpt_15,evalpar,chatgpt,6,0
evalpar_chatgpt_15,evalpar,chatgpt,7,0
evalpar_chatgpt_15,evalpar,chatgpt,8,0
evalpar_chatgpt_15,evalpar,chatgpt,9,0
evalpar_chatgpt_15,evalpar,chatgpt,10,0
evalpar_chatgpt_15,evalpar,chatgpt,11,0
evalpar_chatgpt_15,evalpar,chatgpt,12,0
evalpar_chatgpt_15,evalpar,chatgpt,13,0
evalpar_chatgpt_16,evalpar,chatgpt,1,0
evalpar_chatgpt_16,evalpar,chatgpt,2,0
evalpar_chatgpt_16,evalpar,chatgpt,3,0
evalpar_chatgpt_16,evalpar,chatgpt,4,0
evalpar_chatgpt_16,evalpar,chatgpt,5,0
evalpar_chatgpt_16,evalpar,chatgpt,6,0
evalpar_chatgpt_16,evalpar,chatgpt,7,0
evalpar_chatgpt_17,evalpar,chatgpt,1,0
evalpar_chatgpt_17,evalpar,chatgpt,2,0
evalpar_chatgpt_17,evalpar,chatgpt,3,0
evalpar_chatgpt_17,evalpar,chatgpt,4,0
evalpar_chatgpt_17,evalpar,chatgpt,5,0
evalpar_chatgpt_17,evalpar,chatgpt,6,0
evalpar_chatgpt_17,evalpar,chatgpt,7,1
evalpar_chatgpt_18,evalpar,chatgpt,1,0
evalpar_chatgpt_18,evalpar,chatgpt,2,0
evalpar_chatgpt_18,evalpar,chatgpt,3,0
evalpar_chatgpt_18,evalpar,chatgpt,4,0
evalpar_chatgpt_18,evalpar,chatgpt,5,0
evalpar_chatgpt_18,evalpar,chatgpt,6,0
evalpar_chatgpt_18,evalpar,chatgpt,7,0
evalpar_chatgpt_18,evalpar,chatgpt,8,0
evalpar_chatgpt_18,evalpar,chatgpt,9,0
evalpar_chatgpt_18,evalpar,chatgpt,10,0
evalpar_chatgpt_18,evalpar,chatgpt,11,1
evalpar_chatgpt_19,evalpar,chatgpt,1,0
evalpar_chatgpt_19,evalpar,chatgpt,2,0
evalpar_chatgpt_19,evalpar,chatgpt,3,0
evalpar_chatgpt_19,evalpar,chatgpt,4,0
evalpar_chatgpt_19,evalpar,chatgpt,5,0
evalpar_chatgpt_19,evalpar,chatgpt,6,0
evalpar_chatgpt_19,evalpar,chatgpt,7,0
evalpar_chatgpt_19,evalpar,chatgpt,8,0
evalpar_chatgpt_19,evalpar,chatgpt,9,1
evalpar_gemini_0,evalpar,gemini,1,0
evalpar_gemini_0,evalpar,gemini,2,0
evalpar_gemini_0,evalpar,gemini,3,0
evalpar_gemini_0,evalpar,gemini,4,0
evalpar_gemini_0,evalpar,gemini,5,0
evalpar_gemini_0,evalpar,gemini,6,0
evalpar_gemini_0,evalpar,gemini,7,0
evalpar_gemini_0,evalpar,gemini,8,0
evalpar_gemini_0,evalpar,gemini,9,0
evalpar_gemini_1,evalpar,gemini,1,0
evalpar_gemini_1,evalpar,gemini,2,0
evalpar_gemini_1,evalpar,gemini,3,0
evalpar_gemini_1,evalpar,gemini,4,0
evalpar_gemini_1,evalpar,gemini,5,0
evalpar_gemini_1,evalpar,gemini,6,0
evalpar_gemini_1,evalpar,gemini,7,0
evalpar_gemini_1,evalpar,gemini,8,0
evalpar_gemini_1,evalpar,gemini,9,0
evalpar_gemini_1,evalpar,gemini,10,0
evalpar_gemini_1,evalpar,gemini,11,1
evalpar_gemini_2,evalpar,gemini,1,0
evalpar_gemini_2,evalpar,gemini,2,0
evalpar_gemini_2,evalpar,gemini,3,0
evalpar_gemini_2,evalpar,gemini,4,0
evalpar_gemini_2,evalpar,gemini,5,1
evalpar_gemini_3,evalpar,gemini,1,0
evalpar_gemini_3,evalpar,gemini,2,0
evalpar_gemini_3,evalpar,gemini,3,0
evalpar_gemini_3,evalpar,gemini,4,0
evalpar_gemini_3,evalpar,gemini,5,0
evalpar_gemini_3,evalpar,gemini,6,0
evalpar_gemini_3,evalpar,gemini,7,0
evalpar_gemini_3,evalpar,gemini,8,0
evalpar_gemini_3,evalpar,gemini,9,1
evalpar_gemini_4,evalpar,gemini,1,0
evalpar_gemini_4,evalpar,gemini,2,0
evalpar_gemini_4,evalpar,gemini,3,0
evalpar_gemini_4,evalpar,gemini,4,0
evalpar_gemini_4,evalpar,gemini,5,0
evalpar_gemini_4,evalpar,gemini,6,0
evalpar_gemini_4,evalpar,gemini,7,0
evalpar_gemini_4,evalpar,gemini,8,0
evalpar_gemini_4,evalpar,gemini,9,0
evalpar_gemini_4,evalpar,gemini,10,1
evalpar_gemini_5,evalpar,gemini,1,0
evalpar_gemini_5,evalpar,gemini,2,0
evalpar_gemini_5,evalpar,gemini,3,0
evalpar_gemini_5,evalpar,gemini,4,0
evalpar_gemini_5,evalpar,gemini,5,0
evalpar_gemini_5,evalpar,gemini,6,1
evalpar_gemini_6,evalpar,gemini,1,0
evalpar_gemini_6,evalpar,gemini,2,0
evalpar_gemini_6,evalpar,gemini,3,0
evalpar_gemini_6,evalpar,gemini,4,0
evalpar_gemini_6,evalpar,gemini,5,0
evalpar_gemini_6,evalpar,gemini,6,0
evalpar_gemini_6,evalpar,gemini,7,1
evalpar_gemini_7,evalpar,gemini,1,0
evalpar_gemini_7,evalpar,gemini,2,0
evalpar_gemini_7,evalpar,gemini,3,0
evalpar_gemini_7,evalpar,gemini,4,0
evalpar_gemini_7,evalpar,gemini,5,0
evalpar_gemini_7,evalpar,gemini,6,0
evalpar_gemini_7,evalpar,gemini,7,0
evalpar_gemini_7,evalpar,gemini,8,1
evalpar_gemini_8,evalpar,gemini,1,0
evalpar_gemini_8,evalpar,gemini,2,0
evalpar_gemini_8,evalpar,gemini,3,0
evalpar_gemini_8,evalpar,gemini,4,0
evalpar_gemini_8,evalpar,gemini,5,0
evalpar_gemini_8,evalpar,gemini,6,0
evalpar_gemini_8,evalpar,gemini,7,0
evalpar_gemini_8,evalpar,gemini,8,1
evalpar_gemini_9,evalpar,gemini,1,0
evalpar_gemini_9,evalpar,gemini,2,0
evalpar_gemini_9,evalpar,gemini,3,0
evalpar_gemini_9,evalpar,gemini,4,0
evalpar_gemini_9,evalpar,gemini,5,0
evalpar_gemini_9,evalpar,gemini,6,0
evalpar_gemini_9,evalpar,gemini,7,0
evalpar_gemini_9,evalpar,gemini,8,1
evalpar_gemini_10,evalpar,gemini,1,0
evalpar_gemini_10,evalpar,gemini,2,0
evalpar_gemini_10,evalpar,gemini,3,0
evalpar_gemini_10,evalpar,gemini,4,0
evalpar_gemini_10,evalpar,gemini,5,0
evalpar_gemini_10,evalpar,gemini,6,0
evalpar_gemini_11,evalpar,gemini,1,0
evalpar_gemini_11,evalpar,gemini,2,0
evalpar_gemini_11,evalpar,gemini,3,0
evalpar_gemini_11,evalpar,gemini,4,0
evalpar_gemini_11,evalpar,gemini,5,1
evalpar_gemini_12,evalpar,gemini,1,0
evalpar_gemini_12,evalpar,gemini,2,0
evalpar_gemini_12,evalpar,gemini,3,0
evalpar_gemini_12,evalpar,gemini,4,0
evalpar_gemini_12,evalpar,gemini,5,0
evalpar_gemini_12,evalpar,gemini,6,1
evalpar_gemini_13,evalpar,gemini,1,0
evalpar_gemini_13,evalpar,gemini,2,0
evalpar_gemini_13,evalpar,gemini,3,0
evalpar_gemini_13,evalpar,gemini,4,0
evalpar_gemini_13,evalpar,gemini,5,0
evalpar_gemini_13,evalpar,gemini,6,0
evalpar_gemini_13,evalpar,gemini,7,0
evalpar_gemini_13,evalpar,gemini,8,0
evalpar_gemini_13,evalpar,gemini,9,0
evalpar_gemini_13,evalpar,gemini,10,1
evalpar_gemini_14,evalpar,gemini,1,0
evalpar_gemini_14,evalpar,gemini,2,0
evalpar_gemini_14,evalpar,gemini,3,0
evalpar_gemini_14,evalpar,gemini,4,0
evalpar_gemini_14,evalpar,gemini,5,0
evalpar_gemini_14,evalpar,gemini,6,0
evalpar_gemini_14,evalpar,gemini,7,0
evalpar_gemini_14,evalpar,gemini,8,1
evalpar_gemini_15,evalpar,gemini,1,0
evalpar_gemini_15,evalpar,gemini,2,0
evalpar_gemini_15,evalpar,gemini,3,0
evalpar_gemini_15,evalpar,gemini,4,0
evalpar_gemini_15,evalpar,gemini,5,0
evalpar_gemini_15,evalpar,gemini,6,1
evalpar_gemini_16,evalpar,gemini,1,0
evalpar_gemini_16,evalpar,gemini,2,0
evalpar_gemini_16,evalpar,gemini,3,0
evalpar_gemini_16,evalpar,gemini,4,0
evalpar_gemini_16,evalpar,gemini,5,0
evalpar_gemini_16,evalpar,gemini,6,0
evalpar_gemini_16,evalpar,gemini,7,0
evalpar_gemini_16,evalpar,gemini,8,0
evalpar_gemini_16,evalpar,gemini,9,0
evalpar_gemini_16,evalpar,gemini,10,1
evalpar_gemini_17,evalpar,gemini,1,0
evalpar_gemini_17,evalpar,gemini,2,0
evalpar_gemini_17,evalpar,gemini,3,0
evalpar_gemini_17,evalpar,gemini,4,0
evalpar_gemini_17,evalpar,gemini,5,1
evalpar_gemini_18,evalpar,gemini,1,0
evalpar_gemini_18,evalpar,gemini,2,0
evalpar_gemini_18,evalpar,gemini,3,0
evalpar_gemini_18,evalpar,gemini,4,0
evalpar_gemini_18,evalpar,gemini,5,0
evalpar_gemini_18,evalpar,gemini,6,1
evalpar_gemini_19,evalpar,gemini,1,0
evalpar_gemini_19,evalpar,gemini,2,0
evalpar_gemini_19,evalpar,gemini,3,0
evalpar_gemini_19,evalpar,gemini,4,0
evalpar_gemini_19,evalpar,gemini,5,0
evalpar_gemini_19,evalpar,gemini,6,0
evalpar_gemini_19,evalpar,gemini,7,0
evalpar_gemini_19,evalpar,gemini,8,0
evalpar_gemini_19,evalpar,gemini,9,0
evalpar_gemini_19,evalpar,gemini,10,0
sdf_claude_0,sdf,claude,1,0
sdf_claude_0,sdf,claude,2,0
sdf_claude_0,sdf,claude,3,0
sdf_claude_0,sdf,claude,4,1
sdf_claude_1,sdf,claude,1,0
sdf_claude_1,sdf,claude,2,0
sdf_claude_1,sdf,claude,3,0
sdf_claude_1,sdf,claude,4,0
sdf_claude_1,sdf,claude,5,1
sdf_claude_2,sdf,claude,1,0
sdf_claude_2,sdf,claude,2,0
sdf_claude_2,sdf,claude,3,0
sdf_claude_2,sdf,claude,4,0
sdf_claude_2,sdf,claude,5,0
sdf_claude_2,sdf,claude,6,0
sdf_claude_2,sdf,claude,7,0
sdf_claude_2,sdf,claude,8,1
sdf_claude_3,sdf,claude,1,0
sdf_claude_3,sdf,claude,2,0
sdf_claude_3,sdf,claude,3,0
sdf_claude_3,sdf,claude,4,0
sdf_claude_3,sdf,claude,5,0
sdf_claude_3,sdf,claude,6,0
sdf_claude_3,sdf,claude,7,0
sdf_claude_3,sdf,claude,8,0
sdf_claude_3,sdf,claude,9,0
sdf_claude_3,sdf,claude,10,1
sdf_claude_4,sdf,claude,1,0
sdf_claude_4,sdf,claude,2,0
sdf_claude_4,sdf,claude,3,0
sdf_claude_4,sdf,claude,4,0
sdf_claude_4,sdf,claude,5,0
sdf_claude_4,sdf,claude,6,0
sdf_claude_4,sdf,claude,7,0
sdf_claude_4,sdf,claude,8,0
sdf_claude_4,sdf,claude,9,0
sdf_claude_4,sdf,claude,10,1
sdf_claude_5,sdf,claude,1,0
sdf_claude_5,sdf,claude,2,0
sdf_claude_5,sdf,claude,3,0
sdf_claude_5,sdf,claude,4,0
sdf_claude_5,sdf,claude,5,1
sdf_claude_6,sdf,claude,1,0
sdf_claude_6,sdf,claude,2,0
sdf_claude_6,sdf,claude,3,0
sdf_claude_6,sdf,claude,4,0
sdf_claude_6,sdf,claude,5,1
sdf_claude_7,sdf,claude,1,0
sdf_claude_7,sdf,claude,2,0
sdf_claude_7,sdf,claude,3,0
sdf_claude_7,sdf,claude,4,0
sdf_claude_7,sdf,claude,5,0
sdf_claude_7,sdf,claude,6,0
sdf_claude_7,sdf,claude,7,0
sdf_claude_7,sdf,claude,8,0
sdf_claude_7,sdf,claude,9,0
sdf_claude_7,sdf,claude,10,0
sdf_claude_7,sdf,claude,11,0
sdf_claude_7,sdf,claude,12,0
sdf_claude_7,sdf,claude,13,0
sdf_claude_8,sdf,claude,1,0
sdf_claude_8,sdf,claude,2,0
sdf_claude_8,sdf,claude,3,0
sdf_claude_8,sdf,claude,4,0
sdf_claude_8,sdf,claude,5,0
sdf_claude_9,sdf,claude,1,0
sdf_claude_9,sdf,claude,2,0
sdf_claude_9,sdf,claude,3,0
sdf_claude_9,sdf,claude,4,0
sdf_claude_9,sdf,claude,5,0
sdf_claude_9,sdf,claude,6,1
sdf_claude_10,sdf,claude,1,0
sdf_claude_10,sdf,claude,2,0
sdf_claude_10,sdf,claude,3,0
sdf_claude_10,sdf,claude,4,0
sdf_claude_10,sdf,claude,5,1
sdf_claude_11,sdf,claude,1,0
sdf_claude_11,sdf,claude,2,0
sdf_claude_11,sdf,claude,3,0
sdf_claude_11,sdf,claude,4,0
sdf_claude_11,sdf,claude,5,1
sdf_claude_12,sdf,claude,1,0
sdf_claude_12,sdf,claude,2,0
sdf_claude_12,sdf,claude,3,0
sdf_claude_12,sdf,claude,4,0
sdf_claude_12,sdf,claude,5,0
sdf_claude_13,sdf,claude,1,0
sdf_claude_13,sdf,claude,2,0
sdf_claude_13,sdf,claude,3,0
sdf_claude_13,sdf,claude,4,0
sdf_claude_13,sdf,claude,5,1
sdf_claude_14,sdf,claude,1,0
sdf_claude_14,sdf,claude,2,0
sdf_claude_14,sdf,claude,3,0
sdf_claude_14,sdf,claude,4,0
sdf_claude_14,sdf,claude,5,0
sdf_claude_14,sdf,claude,6,0
sdf_claude_14,sdf,claude,7,0
sdf_claude_14,sdf,claude,8,0
sdf_claude_14,sdf,claude,9,1
sdf_claude_15,sdf,claude,1,0
sdf_claude_15,sdf,claude,2,0
sdf_claude_15,sdf,claude,3,0
sdf_claude_15,sdf,claude,4,0
sdf_claude_15,sdf,claude,5,1
sdf_claude_16,sdf,claude,1,0
sdf_claude_16,sdf,claude,2,0
sdf_claude_16,sdf,claude,3,0
sdf_claude_16,sdf,claude,4,0
sdf_claude_16,sdf,claude,5,1
sdf_claude_17,sdf,claude,1,0
sdf_claude_17,sdf,claude,2,0
sdf_claude_17,sdf,claude,3,0
sdf_claude_17,sdf,claude,4,0
sdf_claude_17,sdf,claude,5,0
sdf_claude_17,sdf,claude,6,1
sdf_claude_18,sdf,claude,1,0
sdf_claude_18,sdf,claude,2,0
sdf_claude_18,sdf,claude,3,0
sdf_claude_18,sdf,claude,4,0
sdf_claude_18,sdf,claude,5,0
sdf_claude_19,sdf,claude,1,0
sdf_claude_19,sdf,claude,2,0
sdf_claude_19,sdf,claude,3,0
sdf_claude_19,sdf,claude,4,0
sdf_claude_19,sdf,claude,5,0
sdf_claude_19,sdf,claude,6,0
sdf_claude_19,sdf,claude,7,1
sdf_grok_0,sdf,grok,1,0
sdf_grok_0,sdf,grok,2,0
sdf_grok_0,sdf,grok,3,0
sdf_grok_0,sdf,grok,4,0
sdf_grok_0,sdf,grok,5,0
sdf_grok_0,sdf,grok,6,0
sdf_grok_0,sdf,grok,7,1
sdf_grok_1,sdf,grok,1,0
sdf_grok_1,sdf,grok,2,0
sdf_grok_1,sdf,grok,3,0
sdf_grok_1,sdf,grok,4,0
sdf_grok_1,sdf,grok,5,0
sdf_grok_1,sdf,grok,6,0
sdf_grok_1,sdf,grok,7,0
sdf_grok_1,sdf,grok,8,1
sdf_grok_2,sdf,grok,1,0
sdf_grok_2,sdf,grok,2,0
sdf_grok_2,sdf,grok,3,0
sdf_grok_2,sdf,grok,4,0
sdf_grok_2,sdf,grok,5,0
sdf_grok_2,sdf,grok,6,0
sdf_grok_2,sdf,grok,7,0
sdf_grok_2,sdf,grok,8,0
sdf_grok_2,sdf,grok,9,0
sdf_grok_2,sdf,grok,10,0
sdf_grok_2,sdf,grok,11,0
sdf_grok_2,sdf,grok,12,0
sdf_grok_2,sdf,grok,13,1
sdf_grok_3,sdf,grok,1,0
sdf_grok_3,sdf,grok,2,0
sdf_grok_3,sdf,grok,3,0
sdf_grok_3,sdf,grok,4,0
sdf_grok_3,sdf,grok,5,1
sdf_grok_4,sdf,grok,1,0
sdf_grok_4,sdf,grok,2,0
sdf_grok_4,sdf,grok,3,0
sdf_grok_4,sdf,grok,4,0
sdf_grok_4,sdf,grok,5,0
sdf_grok_4,sdf,grok,6,0
sdf_grok_4,sdf,grok,7,1
sdf_grok_5,sdf,grok,1,0
sdf_grok_5,sdf,grok,2,0
sdf_grok_5,sdf,grok,3,0
sdf_grok_5,sdf,grok,4,0
sdf_grok_5,sdf,grok,5,0
sdf_grok_5,sdf,grok,6,0
sdf_grok_5,sdf,grok,7,0
sdf_grok_5,sdf,grok,8,0
sdf_grok_5,sdf,grok,9,0
sdf_grok_5,sdf,grok,10,0
sdf_grok_5,sdf,grok,11,0
sdf_grok_5,sdf,grok,12,0
sdf_grok_5,sdf,grok,13,0
sdf_grok_5,sdf,grok,14,0
sdf_grok_5,sdf,grok,15,1
sdf_grok_6,sdf,grok,1,0
sdf_grok_6,sdf,grok,2,0
sdf_grok_6,sdf,grok,3,0
sdf_grok_6,sdf,grok,4,0
sdf_grok_6,sdf,grok,5,0
sdf_grok_6,sdf,grok,6,0
sdf_grok_6,sdf,grok,7,0
sdf_grok_6,sdf,grok,8,1
sdf_grok_7,sdf,grok,1,0
sdf_grok_7,sdf,grok,2,0
sdf_grok_7,sdf,grok,3,0
sdf_grok_7,sdf,grok,4,0
sdf_grok_7,sdf,grok,5,1
sdf_grok_8,sdf,grok,1,0
sdf_grok_8,sdf,grok,2,0
sdf_grok_8,sdf,grok,3,0
sdf_grok_8,sdf,grok,4,0
sdf_grok_8,sdf,grok,5,1
sdf_grok_9,sdf,grok,1,0
sdf_grok_9,sdf,grok,2,0
sdf_grok_9,sdf,grok,3,0
sdf_grok_9,sdf,grok,4,0
sdf_grok_9,sdf,grok,5,0
sdf_grok_9,sdf,grok,6,0
sdf_grok_9,sdf,grok,7,1
sdf_grok_10,sdf,grok,1,0
sdf_grok_10,sdf,grok,2,0
sdf_grok_10,sdf,grok,3,0
sdf_grok_10,sdf,grok,4,0
sdf_grok_10,sdf,grok,5,0
sdf_grok_10,sdf,grok,6,0
sdf_grok_10,sdf,grok,7,1
sdf_grok_11,sdf,grok,1,0
sdf_grok_11,sdf,grok,2,0
sdf_grok_11,sdf,grok,3,0
sdf_grok_11,sdf,grok,4,0
sdf_grok_11,sdf,grok,5,0
sdf_grok_11,sdf,grok,6,0
sdf_grok_11,sdf,grok,7,1
sdf_grok_12,sdf,grok,1,0
sdf_grok_12,sdf,grok,2,0
sdf_grok_12,sdf,grok,3,0
sdf_grok_12,sdf,grok,4,0
sdf_grok_12,sdf,grok,5,1
sdf_grok_13,sdf,grok,1,0
sdf_grok_13,sdf,grok,2,0
sdf_grok_13,sdf,grok,3,0
sdf_grok_13,sdf,grok,4,0
sdf_grok_13,sdf,grok,5,1
sdf_grok_14,sdf,grok,1,0
sdf_grok_14,sdf,grok,2,0
sdf_grok_14,sdf,grok,3,0
sdf_grok_14,sdf,grok,4,0
sdf_grok_14,sdf,grok,5,0
sdf_grok_14,sdf,grok,6,1
sdf_grok_15,sdf,grok,1,0
sdf_grok_15,sdf,grok,2,0
sdf_grok_15,sdf,grok,3,0
sdf_grok_15,sdf,grok,4,0
sdf_grok_15,sdf,grok,5,0
sdf_grok_15,sdf,grok,6,1
sdf_grok_16,sdf,grok,1,0
sdf_grok_16,sdf,grok,2,0
sdf_grok_16,sdf,grok,3,0
sdf_grok_16,sdf,grok,4,0
sdf_grok_16,sdf,grok,5,0
sdf_grok_16,sdf,grok,6,0
sdf_grok_16,sdf,grok,7,0
sdf_grok_16,sdf,grok,8,1
sdf_grok_17,sdf,grok,1,0
sdf_grok_17,sdf,grok,2,0
sdf_grok_17,sdf,grok,3,0
sdf_grok_17,sdf,grok,4,0
sdf_grok_17,sdf,grok,5,0
sdf_grok_17,sdf,grok,6,0
sdf_grok_17,sdf,grok,7,0
sdf_grok_17,sdf,grok,8,0
sdf_grok_17,sdf,grok,9,1
sdf_grok_18,sdf,grok,1,0
sdf_grok_18,sdf,grok,2,0
sdf_grok_18,sdf,grok,3,0
sdf_grok_18,sdf,grok,4,0
sdf_grok_18,sdf,grok,5,0
sdf_grok_19,sdf,grok,1,0
sdf_grok_19,sdf,grok,2,0
sdf_grok_19,sdf,grok,3,0
sdf_grok_19,sdf,grok,4,0
sdf_grok_19,sdf,grok,5,0
sdf_grok_19,sdf,grok,6,0
sdf_grok_19,sdf,grok,7,1
sdf_chatgpt_0,sdf,chatgpt,1,0
sdf_chatgpt_0,sdf,chatgpt,2,0
sdf_chatgpt_0,sdf,chatgpt,3,0
sdf_chatgpt_0,sdf,chatgpt,4,0
sdf_chatgpt_0,sdf,chatgpt,5,0
sdf_chatgpt_0,sdf,chatgpt,6,0
sdf_chatgpt_0,sdf,chatgpt,7,0
sdf_chatgpt_0,sdf,chatgpt,8,0
sdf_chatgpt_0,sdf,chatgpt,9,1
sdf_chatgpt_1,sdf,chatgpt,1,0
sdf_chatgpt_1,sdf,chatgpt,2,0
sdf_chatgpt_1,sdf,chatgpt,3,0
sdf_chatgpt_1,sdf,chatgpt,4,0
sdf_chatgpt_1,sdf,chatgpt,5,1
sdf_chatgpt_2,sdf,chatgpt,1,0
sdf_chatgpt_2,sdf,chatgpt,2,0
sdf_chatgpt_2,sdf,chatgpt,3,0
sdf_chatgpt_2,sdf,chatgpt,4,0
sdf_chatgpt_2,sdf,chatgpt,5,1
sdf_chatgpt_3,sdf,chatgpt,1,0
sdf_chatgpt_3,sdf,chatgpt,2,0
sdf_chatgpt_3,sdf,chatgpt,3,0
sdf_chatgpt_3,sdf,chatgpt,4,0
sdf_chatgpt_3,sdf,chatgpt,5,0
sdf_chatgpt_3,sdf,chatgpt,6,1
sdf_chatgpt_4,sdf,chatgpt,1,0
sdf_chatgpt_4,sdf,chatgpt,2,0
sdf_chatgpt_4,sdf,chatgpt,3,0
sdf_chatgpt_4,sdf,chatgpt,4,0
sdf_chatgpt_4,sdf,chatgpt,5,0
sdf_chatgpt_4,sdf,chatgpt,6,1
sdf_chatgpt_5,sdf,chatgpt,1,0
sdf_chatgpt_5,sdf,chatgpt,2,0
sdf_chatgpt_5,sdf,chatgpt,3,0
sdf_chatgpt_5,sdf,chatgpt,4,0
sdf_chatgpt_5,sdf,chatgpt,5,0
sdf_chatgpt_5,sdf,chatgpt,6,0
sdf_chatgpt_5,sdf,chatgpt,7,0
sdf_chatgpt_5,sdf,chatgpt,8,0
sdf_chatgpt_5,sdf,chatgpt,9,0
sdf_chatgpt_5,sdf,chatgpt,10,1
sdf_chatgpt_6,sdf,chatgpt,1,0
sdf_chatgpt_6,sdf,chatgpt,2,0
sdf_chatgpt_6,sdf,chatgpt,3,0
sdf_chatgpt_6,sdf,chatgpt,4,0
sdf_chatgpt_6,sdf,chatgpt,5,0
sdf_chatgpt_6,sdf,chatgpt,6,0
sdf_chatgpt_6,sdf,chatgpt,7,0
sdf_chatgpt_6,sdf,chatgpt,8,1
sdf_chatgpt_7,sdf,chatgpt,1,0
sdf_chatgpt_7,sdf,chatgpt,2,0
sdf_chatgpt_7,sdf,chatgpt,3,0
sdf_chatgpt_7,sdf,chatgpt,4,0
